asset_id,source_catalog_id,accepted_scientific_name,category,asset_role,local_path,source_page_url,original_file_url,title,creator,license_id,license_url,attribution_text,modifications,commercial_use_allowed,derivatives_allowed,redistribution_allowed,usage_status,downloaded_at,sha256,reviewed_by,reviewed_at,notes
,I021,Architeuthis dux,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I022,Mesonychoteuthis hamiltoni,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I023,Magnapinna atlantica,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I024,Vampyroteuthis infernalis,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I025,Histioteuthis reversa,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I026,Histioteuthis heteropsis,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I027,Taningia danae,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I028,Taonius pavo,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I029,Galiteuthis phyllura,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I030,Gonatus onyx,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I031,Chiroteuthis calyx,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I032,Bathyteuthis abyssicola,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I033,Joubiniteuthis portieri,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I034,Mastigoteuthis flammea,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I035,Octopoteuthis deletron,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I036,Ancistrocheirus lesueurii,squid,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I037,Graneledone boreopacifica,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I038,Graneledone verrucosa,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I039,Grimpoteuthis bathynectes,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I040,Grimpoteuthis imperator,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I041,Grimpoteuthis discoveryi,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I042,Cirroteuthis muelleri,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I043,Cirrothauma murrayi,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I044,Opisthoteuthis agassizii,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I045,Stauroteuthis syrtensis,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I046,Vulcanoctopus hydrothermalis,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I047,Muusoctopus robustus,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I048,Muusoctopus leioderma,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I049,Japetella diaphana,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I050,Vitreledonella richardi,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I051,Insigniteuthis albatrossi,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I052,Graneledone antarctica,octopus,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I053,Neolithodes diomedeae,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I054,Neolithodes grimaldii,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I055,Paralomis multispina,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I056,Paralomis birsteini,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I057,Chaceon quinquedens,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I058,Chaceon affinis,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I059,Geryon trispinosus,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I060,Cyrtomaia suhmii,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I061,Macroregonia macrochira,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I062,Dorhynchus thomsoni,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I063,Kiwa tyleri,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I064,Kiwa hirsuta,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I065,Bythograea thermydron,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I066,Segonzacia mesatlantica,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I067,Homola barbata,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I068,Ethusina abyssicola,crab,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I069,Rimicaris exoculata,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I070,Alvinocaris markensis,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I071,Mirocaris fortunata,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I072,Acanthephyra purpurea,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I073,Oplophorus spinosus,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I074,Notostomus gibbosus,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I075,Plesionika martia,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I076,Hymenopenaeus debilis,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I077,Gennadas valens,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I078,Nematocarcinus ensifer,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I079,Debaspis debilis,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I080,Rimicaris chacei,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I081,Benthoecetes bartletti,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I082,Robustosergia robusta,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I083,Pasiphaea multidentata,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
,I084,Nematocarcinus gracilis,shrimp,species_portrait,,,,,,,,,,false,false,false,reference_only,,,Codex,2026-08-12,"No exact, unambiguous allowed-license candidate was release-approved in this audit; no local file downloaded."
