source_catalog_id,slug,accepted_scientific_name,scientific_name_authorship,taxon_authority,taxon_authority_id,taxon_status,synonyms,preferred_ja_name,ja_aliases,preferred_en_name,en_aliases,category,rank,phylum,class,order,family,observed_depth_min_m,observed_depth_max_m,spawn_depth_min_m,spawn_depth_max_m,habitat_tags,ocean_regions,game_rarity,spawn_weight,spawn_conditions,behavior_id,score,asset_id,taxonomy_source_url,depth_source_url,fact_ja,fact_source_url,image_reference_url,last_verified_at,research_status,notes
F001,eurypharynx-pelecanoides,Eurypharynx pelecanoides,"Vaillant, 1882",WoRMS,127165,accepted,[],フクロウナギ,[],Pelican eel,[],fish,Species,Chordata,Teleostei,Anguilliformes,Eurypharyngidae,500,7625,500,6000,"[""deep_sea"",""water_column""]",[],legendary,0.05,"{""depth_min_m"":500,""depth_max_m"":6000,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":40}",swim,100,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127165,https://www.fishbase.se/summary/Eurypharynx-pelecanoides.html,観察深度の出典記録は500–7625m。,https://www.fishbase.se/summary/Eurypharynx-pelecanoides.html,https://www.fishbase.se/summary/Eurypharynx-pelecanoides.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 500-7625 m. | size_note=Maximum 100 cm TL reported in FishBase. | visual_note=Greatly distensible mouth; extremely attenuated tail ending in luminous organ; scaleless eel-like body. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Eurypharynx+pelecanoides -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=127165
F036,mora-moro,Mora moro,"(Risso, 1810)",WoRMS,126497,accepted,[],,[],Common mora,[],fish,Species,Chordata,Teleostei,Gadiformes,Moridae,50,2500,200,2500,"[""deep_sea"",""water_column""]",[],uncommon,0.65,"{""depth_min_m"":200,""depth_max_m"":2500,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":16}",swim,25,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126497,https://www.fishbase.se/summary/Mora-moro.html,観察深度の出典記録は50–2500m。,https://www.fishbase.se/summary/Mora-moro.html,https://www.fishbase.se/summary/Mora-moro.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 50-2500 m. | size_note=Maximum 80 cm TL reported in FishBase. | visual_note=Cod-like body; big eyes; gray coloration; anal fin deeply indented. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Mora+moro -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=126497
F037,hoplostethus-atlanticus,Hoplostethus atlanticus,"Collett, 1889",WoRMS,126402,accepted,[],,[],Orange roughy,[],fish,Species,Chordata,Teleostei,Trachichthyiformes,Trachichthyidae,180,1809,200,1809,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1809,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126402,https://www.fishbase.se/summary/Hoplostethus-atlanticus.html,観察深度の出典記録は180–1809m。,https://www.fishbase.se/summary/Hoplostethus-atlanticus.html,https://www.fishbase.se/summary/Hoplostethus-atlanticus.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 180-1809 m. | size_note=Maximum 75 cm TL reported in FishBase. | visual_note=Short deep bright brick-red body; bluish-black mouth and gill cavity. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Hoplostethus+atlanticus -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=126402
F038,beryx-splendens,Beryx splendens,"Lowe, 1834",WoRMS,126395,accepted,[],キンメダイ,[],Splendid alfonsino,[],fish,Species,Chordata,Teleostei,Beryciformes,Berycidae,25,1300,200,1300,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1300,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126395,https://www.fishbase.se/summary/Beryx-splendens.html,観察深度の出典記録は25–1300m。,https://www.fishbase.se/summary/Beryx-splendens.html,https://www.fishbase.se/summary/Beryx-splendens.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: benthopelagic; reported depth range 25-1300 m. | size_note=Maximum 70 cm TL reported in FishBase. | visual_note=Deep large red-orange body; large eyes; prominent spiny dorsal fin. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Beryx+splendens -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=126395
F039,aphanopus-carbo,Aphanopus carbo,"Lowe, 1839",WoRMS,127085,accepted,[],,[],Black scabbardfish,[],fish,Species,Chordata,Teleostei,Scombriformes,Trichiuridae,200,2300,200,2300,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":2300,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127085,https://www.fishbase.se/summary/Aphanopus-carbo.html,観察深度の出典記録は200–2300m。,https://www.fishbase.se/summary/Aphanopus-carbo.html,https://www.fishbase.se/summary/Aphanopus-carbo.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 200-2300 m. | size_note=Maximum 151 cm TL reported in FishBase. | visual_note=Extremely long black or coppery cutlassfish body; fanged snout; long dorsal fin. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Aphanopus+carbo -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=127085
F040,psychrolutes-phrictus,Psychrolutes phrictus,"Stein & Bond, 1978",WoRMS,274678,accepted,[],,[],Blob sculpin,[],fish,Species,Chordata,Teleostei,Perciformes,Psychrolutidae,500,2800,500,2800,"[""deep_sea"",""seafloor""]",[],uncommon,0.65,"{""depth_min_m"":500,""depth_max_m"":2800,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":16}",swim,25,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274678,https://www.fishbase.se/summary/Psychrolutes-phrictus.html,観察深度の出典記録は500–2800m。,https://www.fishbase.se/summary/Psychrolutes-phrictus.html,https://www.fishbase.se/summary/Psychrolutes-phrictus.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathydemersal; reported depth range 500-2800 m. | size_note=Maximum 70 cm TL reported in FishBase. | visual_note=Soft-bodied blob sculpin; many small cirri on head and body; pale peritoneum. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Psychrolutes+phrictus -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=274678
F041,melanocetus-johnsonii,Melanocetus johnsonii,"Günther, 1864",WoRMS,126556,accepted,[],,[],Humpback anglerfish,[],fish,Species,Chordata,Teleostei,Lophiiformes,Melanocetidae,100,4500,200,4500,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":200,""depth_max_m"":4500,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126556,https://www.fishbase.se/summary/Melanocetus-johnsonii.html,観察深度の出典記録は100–4500m。,https://www.fishbase.se/summary/Melanocetus-johnsonii.html,https://www.fishbase.se/summary/Melanocetus-johnsonii.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 100-4500 m. | size_note=Maximum 18 cm TL for female and 2.9 cm for male reported in FishBase. | visual_note=Short deep female; head lure (illicium and esca); skin covered with minute spines; tiny male. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Melanocetus+johnsonii -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=126556
F042,himantolophus-groenlandicus,Himantolophus groenlandicus,"Reinhardt, 1837",WoRMS,126545,accepted,[],,[],Atlantic footballfish,[],fish,Species,Chordata,Teleostei,Lophiiformes,Himantolophidae,200,1830,200,1830,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1830,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126545,https://www.fishbase.se/summary/Himantolophus-groenlandicus.html,観察深度の出典記録は200–1830m。,https://www.fishbase.se/summary/Himantolophus-groenlandicus.html,https://www.fishbase.se/summary/Himantolophus-groenlandicus.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase reports maximum depth 1830 m and usual depth 200-800 m; 200 m is a gameplay minimum. | size_note=Maximum 60 cm SL for female and 4 cm for male reported in FishBase. | visual_note=Short deep football-like female; thick lure stalk and terminal esca; tiny male. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Himantolophus+groenlandicus -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=126545
F043,linophryne-arborifera,Linophryne arborifera,"Regan, 1925",WoRMS,159181,accepted,[],,[],Linophryne arborifera,[],fish,Species,Chordata,Teleostei,Lophiiformes,Linophrynidae,200,1000,200,1000,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1000,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159181,https://www.fishbase.se/summary/Linophryne-arborifera.html,観察深度の出典記録は200–1000m。,https://www.fishbase.se/summary/Linophryne-arborifera.html,https://www.fishbase.se/summary/Linophryne-arborifera.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 200-1000 m. | size_note=Maximum 7.7 cm SL for female reported in FishBase. | visual_note=Tiny female deep-sea angler; head lure with complex appendages; strong sex dimorphism. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Linophryne+arborifera -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=159181
F044,ceratias-holboelli,Ceratias holboelli,"Krøyer, 1845",WoRMS,126537,accepted,[],,[],Kroyer's deep-sea angler fish,[],fish,Species,Chordata,Teleostei,Lophiiformes,Ceratiidae,400,4400,400,4400,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":400,""depth_max_m"":4400,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126537,https://www.fishbase.se/summary/Ceratias-holboelli.html,観察深度の出典記録は400–4400m。,https://www.fishbase.se/summary/Ceratias-holboelli.html,https://www.fishbase.se/summary/Ceratias-holboelli.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 400-4400 m. | size_note=Maximum 120 cm TL for female and 16 cm for male reported in FishBase. | visual_note=Warty deep-sea angler; luminous lure; very large female versus tiny male. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Ceratias+holboelli -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=126537
F045,chimaera-monstrosa,Chimaera monstrosa,"Linnaeus, 1758",WoRMS,105824,accepted,[],,[],Rabbit fish,[],fish,Species,Chordata,Holocephali,Chimaeriformes,Chimaeridae,40,1400,200,1400,"[""deep_sea"",""seafloor""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1400,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105824,https://www.fishbase.se/summary/Chimaera-monstrosa.html,観察深度の出典記録は40–1400m。,https://www.fishbase.se/summary/Chimaera-monstrosa.html,https://www.fishbase.se/summary/Chimaera-monstrosa.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathydemersal; reported depth range 40-1400 m. | size_note=Maximum 150 cm TL reported in FishBase. | visual_note=Elongate chimaera; large pectoral fins; single sharp dorsal spine; long tapering tail. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Chimaera+monstrosa -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=105824
F046,hydrolagus-colliei,Hydrolagus colliei,"(Lay & Bennett, 1839)",WoRMS,271406,accepted,[],,[],Spotted ratfish,[],fish,Species,Chordata,Holocephali,Chimaeriformes,Chimaeridae,0,913,200,913,"[""deep_sea"",""seafloor""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":913,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271406,https://www.fishbase.se/summary/Hydrolagus-colliei.html,観察深度の出典記録は0–913m。,https://www.fishbase.se/summary/Hydrolagus-colliei.html,https://www.fishbase.se/summary/Hydrolagus-colliei.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathydemersal; reported depth range 0-913 m. | size_note=Maximum 100 cm TL reported in FishBase. | visual_note=Blunt snout; brown or reddish-brown body with small white spots; dorsal spine. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Hydrolagus+colliei -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=271406
F047,harriotta-raleighana,Harriotta raleighana,"Goode & Bean, 1895",WoRMS,105829,accepted,[],,[],Pacific longnose chimaera,[],fish,Species,Chordata,Holocephali,Chimaeriformes,Rhinochimaeridae,200,3100,200,3100,"[""deep_sea"",""seafloor""]",[],uncommon,0.65,"{""depth_min_m"":200,""depth_max_m"":3100,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":16}",swim,25,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105829,https://www.fishbase.se/summary/Harriotta-raleighana.html,観察深度の出典記録は200–3100m。,https://www.fishbase.se/summary/Harriotta-raleighana.html,https://www.fishbase.se/summary/Harriotta-raleighana.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathydemersal; reported depth range 200-3100 m. | size_note=Maximum 120 cm OT (tail filament excluded) reported in FishBase. | visual_note=Very long pointed snout; low first dorsal fin; large fleshy clasper in male; tail filament excluded from length. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Harriotta+raleighana -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=105829
F048,etmopterus-spinax,Etmopterus spinax,"(Linnaeus, 1758)",WoRMS,105913,accepted,[],,[],Velvet belly,[],fish,Species,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,70,2490,200,2490,"[""deep_sea"",""seafloor""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":2490,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105913,https://www.fishbase.se/summary/Etmopterus-spinax.html,観察深度の出典記録は70–2490m。,https://www.fishbase.se/summary/Etmopterus-spinax.html,https://www.fishbase.se/summary/Etmopterus-spinax.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathydemersal; reported depth range 70-2490 m. | size_note=Maximum 60 cm TL reported in FishBase. | visual_note=Slender black lantern shark; light-producing organs on belly; dorsal spines. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Etmopterus+spinax -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=105913
F049,etmopterus-perryi,Etmopterus perryi,"Springer & Burgess, 1985",WoRMS,271637,accepted,[],,[],Dwarf lantern shark,[],fish,Species,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,230,530,230,530,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":230,""depth_max_m"":530,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271637,https://www.fishbase.se/summary/Etmopterus-perryi.html,観察深度の出典記録は230–530m。,https://www.fishbase.se/summary/Etmopterus-perryi.html,https://www.fishbase.se/summary/Etmopterus-perryi.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: pelagic-oceanic; reported depth range 230-530 m. | size_note=Maximum 20 cm TL for female and 17 cm for male reported in FishBase. | visual_note=Very tiny shark; flattened head and snout; bold light-dark pattern and spots. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Etmopterus+perryi -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=271637
F050,centroscyllium-fabricii,Centroscyllium fabricii,"(Reinhardt, 1825)",WoRMS,105906,accepted,[],,[],Black dogfish,[],fish,Species,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,180,2250,200,2250,"[""deep_sea"",""seafloor""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":2250,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105906,https://www.fishbase.se/summary/Centroscyllium-fabricii.html,観察深度の出典記録は180–2250m。,https://www.fishbase.se/summary/Centroscyllium-fabricii.html,https://www.fishbase.se/summary/Centroscyllium-fabricii.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase reports usual bathydemersal depth of 180-2250 m. | size_note=Maximum 107 cm TL reported in FishBase. | visual_note=Uniformly black adult shark; luminescent skin organs; young have white fin margins. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Centroscyllium+fabricii -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=105906
F051,centroscymnus-coelolepis,Centroscymnus coelolepis,"Barbosa du Bocage & de Brito Capello, 1864",WoRMS,105907,accepted,[],,[],Portuguese dogfish,[],fish,Species,Chordata,Elasmobranchii,Squaliformes,Somniosidae,128,3700,200,3700,"[""deep_sea"",""seafloor""]",[],rare,0.35,"{""depth_min_m"":200,""depth_max_m"":3700,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105907,https://www.fishbase.se/summary/Centroscymnus-coelolepis.html,観察深度の出典記録は128–3700m。,https://www.fishbase.se/summary/Centroscymnus-coelolepis.html,https://www.fishbase.se/summary/Centroscymnus-coelolepis.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathydemersal; reported depth range 128-3700 m. | size_note=Maximum 121 cm TL reported in FishBase. | visual_note=Dark sleeper shark; concave skin denticles; dorsal fin spines. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Centroscymnus+coelolepis -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=105907
F052,somniosus-microcephalus,Somniosus microcephalus,"(Bloch & Schneider, 1801)",WoRMS,105919,accepted,[],ニシオンデンザメ,[],Greenland shark,[],fish,Species,Chordata,Elasmobranchii,Squaliformes,Somniosidae,0,2992,200,2992,"[""deep_sea"",""water_column""]",[],uncommon,0.65,"{""depth_min_m"":200,""depth_max_m"":2992,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":16}",swim,25,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105919,https://www.fishbase.se/summary/Somniosus-microcephalus.html,観察深度の出典記録は0–2992m。,https://www.fishbase.se/summary/Somniosus-microcephalus.html,https://www.fishbase.se/summary/Somniosus-microcephalus.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: benthopelagic; reported depth range 0-2992 m. | size_note=Maximum 550 cm TL for female reported in FishBase; larger historical reports need separate verification. | visual_note=Huge heavy-bodied gray-brown sleeper shark; small low dorsals; rounded snout. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Somniosus+microcephalus -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=105919
F053,chlamydoselachus-anguineus,Chlamydoselachus anguineus,"Garman, 1884",WoRMS,105831,accepted,[],ラブカ,[],Frilled shark,[],fish,Species,Chordata,Elasmobranchii,Hexanchiformes,Chlamydoselachidae,0,1570,200,1570,"[""deep_sea"",""seafloor""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1570,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105831,https://www.fishbase.se/summary/Chlamydoselachus-anguineus.html,観察深度の出典記録は0–1570m。,https://www.fishbase.se/summary/Chlamydoselachus-anguineus.html,https://www.fishbase.se/summary/Chlamydoselachus-anguineus.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathydemersal; reported depth range 0-1570 m. | size_note=Maximum 200 cm TL reported in FishBase. | visual_note=Eel-like shark; frilled gill openings around throat; single dorsal fin set far back. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Chlamydoselachus+anguineus -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=105831
F054,mitsukurina-owstoni,Mitsukurina owstoni,"Jordan, 1898",WoRMS,105842,accepted,[],ミツクリザメ,[],Goblin shark,[],fish,Species,Chordata,Elasmobranchii,Lamniformes,Mitsukurinidae,30,1300,200,1300,"[""deep_sea"",""seafloor""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1300,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105842,https://www.fishbase.se/summary/Mitsukurina-owstoni.html,観察深度の出典記録は30–1300m。,https://www.fishbase.se/summary/Mitsukurina-owstoni.html,https://www.fishbase.se/summary/Mitsukurina-owstoni.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathydemersal; reported depth range 30-1300 m. | size_note=Maximum 617 cm TL reported in FishBase. | visual_note=Long flat blade-like snout; soft pinkish body; protrusible jaws with long teeth. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Mitsukurina+owstoni -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=105842
F055,pseudotriakis-microdon,Pseudotriakis microdon,"de Brito Capello, 1868",WoRMS,105805,accepted,[],,[],False catshark,[],fish,Species,Chordata,Elasmobranchii,Carcharhiniformes,Pseudotriakidae,173,1890,200,1890,"[""deep_sea"",""seafloor""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1890,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105805,https://www.fishbase.se/summary/Pseudotriakis-microdon.html,観察深度の出典記録は173–1890m。,https://www.fishbase.se/summary/Pseudotriakis-microdon.html,https://www.fishbase.se/summary/Pseudotriakis-microdon.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathydemersal; reported depth range 173-1890 m. | size_note=Maximum 295 cm TL for female and 269 cm for male reported in FishBase. | visual_note=Large dark brown-gray shark; very small lower caudal lobe; many small teeth. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Pseudotriakis+microdon -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=105805
